1 25 49
1096470769 36379077289 71661683809
1999073521 36383655025 70768236529
13784873281 36383655025 58982436769
10229906449 36386707009 62543507569
11440655521 36391285225 61341914929
29594664961 36391285225 43187905489
854919121 36392811361 71930703601
2358947761 36400442521 70441937281
3395509441 36400442521 69405375601
9081518209 36401968849 63722419489
6014157601 36405021601 66795885601
6353843521 36405021601 66456199681
643180321 36414180625 72185180929
7128931489 36414180625 65699429761
27497267329 36414180625 45331093921
29151123169 36414180625 43677238081
12712788001 36415707241 60118626481
11622349249 36418760569 61215171889
15936285121 36423340801 56910396481
18966522961 36423340801 53880158641
2748170929 36424867609 70101564289
4892023249 36424867609 67957711969
17928406609 36424867609 54921328609
22827281569 36424867609 50022453649
211033729 36437083225 72663132721
7996472929 36437083225 64877693521
28709574721 36438610321 44167645921
461347441 36443191801 72425036161
1629656161 36446246281 71262836401
1217800609 36447773569 71677746529
18395521 36450828241 72883260961
3166650529 36456937969 69747225409
26885177089 36456937969 46028698849
2100663889 36459993025 70819322161
14045331169 36459993025 58874654881
865359889 36464575849 72063791809
4058072209 36464575849 68871079489
20018571169 36464575849 52910580529
28270050769 36464575849 44659100929
22421169169 36470686729 50520204289
35803073089 36470686729 37138300369
15753513169 36475270225 57197027281
35140126849 36475270225 37810413601
309513649 36479854009 72650194369
18587777569 36482910025 54378042481
34480404721 36482910025 38485415329
2630561521 36489022441 70347483361
5441865361 36492078841 67542292321
27832582561 36492078841 45151575121
33823991569 36493607089 39163222609
572597041 36496663681 72420730321
3614294161 36496663681 69379033201
26277382609 36502777249 46728171889
11312662321 36507362761 61702063201
33170972641 36507362761 39843752881
81414529 36510419929 72939425329
9626160769 36510419929 63394679089
17405261041 36515005921 55624750801
152881 36521121025 73042089169
5783450401 36521121025 67258791649
9816648241 36521121025 63225593809
27397201441 36521121025 45645040609
187772209 36524178769 72860585329
6879541249 36524178769 66168816289
15437317009 36524178769 57611040529
32521433569 36524178769 40526923969
3219087169 36533352769 69847618369
12258696961 36534881881 60811066801
22203682081 36542527921 50881373761
339775489 36544057225 72748338961
4091009521 36544057225 68997104929
4778542129 36544057225 68309572321
8689409089 36544057225 64398705361
13122389809 36544057225 59965724641
18211772401 36544057225 54876342049
19472248849 36544057225 53615865601
31875460369 36544057225 41212654081
15401554609 36547115929 57692677249
25673973361 36551704225 47429435089
26963938849 36551704225 46139469601
8065656481 36553233721 65040810961
6020363281 36567000625 67113637969
31233139441 36567000625 41900861809
13571551009 36571590169 59571629329
96216481 36576180001 73056143521
1493126881 36583830361 71674533841
26532826321 36583830361 46634834401
1807185121 36588420961 71369656801
3865979329 36593011849 69320044369
30594557569 36593011849 42591466129
1505983249 36594542209 71683101169
954130321 36597603025 72241075729
11006317921 36597603025 62188888129
12327121 36599133481 73185939841
4596704401 36599133481 68601562561
1960629841 36603725041 71246820241
25075039201 36603725041 48132410881
167159041 36606786241 73046413441
17838540721 36606786241 55375031761
9340642609 36608316889 63875991169
16887782209 36608316889 56328851569
21635173921 36611378281 51587582641
729378049 36615970609 72502563169
21217709569 36617501449 52017293329
26103895489 36617501449 47131107409
2523957121 36620563225 70717169329
15052590721 36620563225 58188535729
775009921 36622094161 72469178401
29959801921 36622094161 43284386401
12795908161 36626687161 60457466161
18931283281 36626687161 54322091041
34939921 36635874025 73236808129
6633939601 36635874025 66637808449
5556658849 36638936569 67721214289
2926485409 36648124969 70369764529
10579562449 36648124969 62716687489
6627425281 36649656481 66671887681
25677178081 36652719601 47628261121
29328960049 36654251209 43979542369
11811125041 36657314521 61503504001
499209649 36658846225 72818482801
7801658929 36658846225 65516033521
9410358049 36658846225 63907334401
24480670369 36658846225 48837022081
5131286689 36661909729 68192532769
3046929601 36668037121 70289144641
4570976881 36668037121 68765097361
17468115889 36671101009 55874086129
369831361 36675697081 72981562801
55011889 36684890089 73314768289
13104067729 36686422369 60268777009
8304494641 36689487025 65074479409
10703350849 36689487025 62675623201
25252705921 36689487025 48126268129
28702119889 36689487025 44676854161
14706655441 36695616721 58684578001
4036081 36703279561 73402523041
36466103521 36703279561 36940455601
16376064961 36704812225 57033559489
35993298961 36704812225 37416325489
9058661329 36707877649 64357093969
35522071729 36707877649 37893683569
18395768161 36712476025 55029183889
35052451729 36712476025 38372500321
235223569 36717074689 73198925809
23890957489 36717074689 49543191889
34584468961 36718607641 38852746321
3678058609 36723206689 69768354769
20428127329 36723206689 53018286049
3819363601 36726272881 69633182161
34118153521 36726272881 39334392241
24830510929 36727806025 48625101121
28079369761 36727806025 45376242289
5694664369 36732405649 67770146929
14457417121 36735472225 59013527329
33653535601 36735472225 39817408849
17100531361 36737005561 56373479761
7262959729 36740072329 66217184929
1386892081 36744672721 72102453361
33190645489 36746206249 40301767009
1825083841 36749273401 71673462961
6392162401 36749273401 67106384401
1008253009 36755408089 72502563169
5333819089 36758475625 68183132161
32729513569 36758475625 40787437681
24410625121 36767679001 49124732881
2322565249 36769213009 71215860769
27460798369 36769213009 46077627649
14363782801 36772281121 59180779441
32270170321 36772281121 41274391921
4309528609 36776883529 69244238449
3598609 36778417729 73553236849
128300929 36778417729 73428534529
20037251809 36778417729 53519583649
23305991569 36778417729 50250843889
10403796001 36783020521 63162245041
11370170161 36783020521 62195870881
31812646321 36787623601 41762600881
1624331809 36796830625 71969329441
12152637121 36796830625 61441024129
9011135329 36799899889 64588664449
17865797569 36801434569 55737071569
1059046849 36804504025 72549961201
1951607329 36804504025 71657400721
2879073649 36804504025 70729934401
12642978481 36804504025 60966029569
15870204529 36804504025 57738803521
16735820689 36804504025 56873187361
31356972241 36804504025 42252035809
36468395089 36804504025 37140612961
8780252209 36809108449 64837964689
23993080609 36809108449 49625136289
6286745521 36810643321 67334541121
26846494801 36813713161 46780931521
35133378721 36813713161 38494047601
821223649 36819853225 72818482801
2308514209 36819853225 71331192241
56806369 36822923449 73589040529
430687009 36822923449 73215159889
30903178849 36822923449 42742668049
34470749569 36822923449 39175097329
19960320961 36836741041 53713161121
613404289 36842883025 73072361761
2694959569 36842883025 70990806481
22725864001 36842883025 50959902049
30451297009 36842883025 43234469041
13976677729 36845954209 59715230689
14024006929 36850561225 59677115521
33155675569 36850561225 40545446881
23577909601 36852096961 50126284321
3494346769 36855168529 70215990289
33721249 36861312049 73688902849
26236548529 36861312049 47486075569
6154245601 36864384001 67574522401
30001357681 36864384001 43727410321
32503402369 36868992169 41234581969
435682129 36873600625 73311519121
16374017521 36873600625 57373183729
7284793201 36875136841 66465480481
10107688369 36878209369 63648730369
232288081 36879745681 73527203281
5114967361 36879745681 68644524001
11835916849 36884354809 61932792769
13184161 36887427721 73761671281
29553391921 36887427721 44221463521
17341465969 36893573929 56445681889
19263496849 36893573929 54523651009
1272420241 36896647225 72520874209
1694063281 36896647225 72099231169
6907438321 36896647225 66885856129
23165144401 36896647225 50628150049
5376848929 36901257409 68425665889
15370296529 36907404769 58444513009
22150666561 36910478641 51670290721
2175196321 36912015625 71648834929
3556094689 36912015625 70267936561
25631049409 36912015625 48192981841
29107430881 36912015625 44716600369
31209815569 36915089689 42620363809
4168122721 36921238201 69674353681
12188380801 36925849921 61663319041
13687362049 36930461929 60173561809
28663505809 36938149249 45212792689
608658241 36942762025 73276865809
2715556321 36942762025 71169967729
22754817409 36942762025 51130706641
30568675921 36942762025 43316848129
8619079921 36944299681 65269519441
16015155601 36944299681 57873443761
94497841 36951988441 73809479041
18880683649 36953526289 55026368929
170903329 36958140025 73745376721
4030599169 36958140025 69885680881
25030087681 36965830225 48901572769
28221648049 36965830225 45710012401
5953819921 36975059521 67996299121
9815063041 36975059521 64135056001
5920225249 36981213025 68042200801
21580491409 36981213025 52381934641
7031996449 36985828489 66939660529
7556651041 36990444241 66424237441
22346961121 36990444241 51633927361
27781889041 36995060281 46208231521
4900140001 37002754321 69105368641
18870242161 37002754321 55135266481
29298141889 37007371129 44716600369
1450619569 37008910129 72567200689
84033889 37011988225 73939942561
1761396961 37011988225 72262579489
4534271569 37011988225 69489704881
13353882481 37011988225 60670093969
1169708401 37013527321 72857346241
14876436961 37013527321 59150617681
8234292049 37016605609 65798919169
15659268769 37016605609 58373942449
918756721 37025841241 73132925761
27344260321 37025841241 46707422161
17581249 37039696849 74061812449
21941608129 37039696849 52137785569
2472177841 37041236521 71610295201
10508505121 37044315961 63580126801
28668923761 37044315961 45419708161
697857889 37045855729 73393853569
1567605649 37045855729 72524105809
186022321 37050475225 73914928129
1162605409 37050475225 72938345041
3972906961 37050475225 70128043489
11740372609 37050475225 62360577841
21015431089 37055095009 53094758929
9339482881 37058175025 64776867169
26908793521 37058175025 47207556529
2871995281 37067415841 71262836401
27636049 37073577025 74119518001
507105361 37073577025 73640048689
5067019489 37073577025 69080134561
9525955201 37073577025 64621198849
13034103889 37076657809 61119211729
18123352129 37078198249 56033044369
2556414721 37082819761 71609224801
23842139281 37082819761 50323500241
16310099521 37087441561 57864783601
15306390961 37090522921 58874654881
21538791121 37090522921 52642254721
8234292049 37092063649 65949835249
26475520369 37092063649 47708606929
13023602641 37095145201 61166687761
5690137489 37099767769 68509398049
3301306849 37101308689 70901310529
532732561 37105931641 73679130721
346592689 37109013769 73871434849
7966812049 37122884929 66278957809
14388722209 37122884929 59857047649
3139697089 37124426329 71109155569
65788321 37127509225 74189230129
4689373441 37127509225 69565645009
26044472689 37127509225 48210545761
27423028801 37127509225 46831989649
20455578529 37132133809 53808689089
1803649 37142925625 74284047601
3760019761 37142925625 70525831489
21138542881 37142925625 53147308369
36466103521 37142925625 37819747729
7193923489 37146009289 67098095089
23255335009 37146009289 51036683569
35793991249 37147551169 38501111089
216413521 37152177001 74087940481
35125131889 37155261049 39185390209
308388721 37156803121 74005217521
10905833761 37156803121 63407772481
25615682401 37164513961 48713345521
14956556209 37166056225 59375556241
34459610689 37166056225 39872501761
9240400129 37173768025 65107135921
26806530529 37173768025 47541005521
11299052209 37178395489 63057738769
10087992721 37179938041 64271883361
12696557041 37179938041 61663319041
33797513281 37179938041 40562362801
36940455601 37179938041 37419420481
35987228209 37184565889 38381903569
15803255521 37189194025 58575132529
35513025601 37189194025 38865362449
4248041329 37192279609 70136517889
1445748529 37196908225 72948067921
12572464129 37196908225 61821352321
20740896289 37196908225 53652920161
33138925681 37196908225 41254890769
8940269809 37201537129 65462804449
116661601 37203080161 74289498721
1893903361 37203080161 72512256961
25189181521 37203080161 49216978801
34569593041 37203080161 39836567281
1057485361 37206166321 73354847281
6537854449 37212339025 67886823601
19901027041 37212339025 54523651009
22673432929 37212339025 51751245121
34100423569 37212339025 40324254481
32483934289 37216968889 41950003489
5464018561 37220055625 68976092689
6219372769 37220055625 68220738481
1286154769 37224685969 73163217169
2401686049 37224685969 72047685889
1904362321 37229316601 72554270881
729378049 37230860209 73732342369
7703046289 37230860209 66758674129
1022016961 37233947521 73445878081
13907249041 37235491225 60563733409
33167330161 37235491225 41303652289
31832625889 37240122529 42647619169
2258245441 37243210225 72228175009
7856872321 37243210225 66629548129
14609798641 37243210225 59876621809
24765002161 37243210225 49721418289
4765278961 37249386001 69733493041
32703467281 37249386001 41795304721
20345884321 37252474081 54159063841
4482704209 37254018169 70025332129
47430769 37261739089 74476047409
2968833169 37261739089 71554645009
12372780289 37266372025 62159963761
31185087649 37266372025 43347656401
461691169 37271005249 74080319329
584140561 37275638761 73967136961
8958433201 37275638761 65592844321
17276736481 37275638761 57274541041
25586881681 37275638761 48964395841
17008593889 37277183329 57545772769
24343176529 37284906649 50226636769
3055104529 37294175689 71533246849
15302432209 37294175689 59285919169
19351870321 37295720641 55239570961
30541407121 37295720641 44050034161
31322982289 37300355689 43277729089
42211009 37304991025 74567771041
6838793809 37304991025 67771188241
410589169 37308081409 74205573649
10864518289 37309626649 63754735009
19953540049 37309626649 54665713249
3595081681 37314262561 71033443441
5311640161 37314262561 69316884961
9674492881 37318898761 64963304641
14266152481 37321989721 60377826961
254689681 37326626401 74398563121
8814961 37328172025 74647529089
6296581201 37328172025 68359762849
23923736929 37328172025 50732607121
29901672241 37328172025 44754671809
3497894449 37331263369 71164632289
24983911969 37331263369 49678614769
5241904801 37342084081 69442263361
30412220881 37342084081 44271947281
10302859009 37346722009 64390585009
16642806049 37346722009 58050637969
1328529601 37349814121 73371098641
1760054209 37351360225 72942666241
13432114609 37351360225 61270605841
12052307089 37354452529 62656597969
21524704369 37354452529 53184200689
957097969 37363730209 73770362449
29265971329 37363730209 45461489089
29959801921 37365276601 44770751281
2251407601 37368369481 72485331361
19563896641 37368369481 55172842321
16757043601 37373009041 57988974481
23506715761 37373009041 51239302321
8680089889 37379195569 66078301249
4280168929 37382289025 70484409121
18808202449 37382289025 55956375601
5887032529 37386929449 68886826369
646023889 37393117129 74140210369
154728721 37396211161 74637693601
108638929 37397758225 74686877521
7486921729 37397758225 67308594721
2802325969 37400852449 71999378929
908209 37402399609 74803891009
13925652049 37402399609 60879147169
14807725969 37402399609 59997073249
28634393089 37402399609 46170406129
29061043729 37416325489 45771607249
23092145521 37419420481 51746695441
4471730641 37428706225 70385681809
19176987361 37428706225 55680425089
20958063361 37430253961 53902444561
395572321 37437993121 74480413921
1408425841 37437993121 73467560401
1715864929 37439541049 73163217169
10006601089 37444185025 64881768961
10436869921 37444185025 64451500129
28007026609 37444185025 46881343441
28614767281 37444185025 46273602769
11668968529 37447281169 63225593809
2053267969 37448829289 72844390609
3412545889 37448829289 71485112689
72607441 37451925625 74831243809
23792137009 37451925625 51111714241
883813441 37458118681 74032423921
9268105441 37461215401 65654325361
2420541601 37465860721 72511179841
5023832641 37465860721 69907888801
6491363761 37467409225 68443454689
22680058801 37467409225 52254759649
12963416449 37470506329 61977596209
18270117889 37472054929 56673991969
666827329 37479798409 74292769489
37140612961 37481347201 37822081441
23804641 37484444881 74945085121
8405405761 37484444881 66563484001
13588331761 37484444881 61380558001
36462284401 37484444881 38506605361
5002591441 37489091641 69975591841
27383961361 37489091641 47594221921
2817592561 37490640625 72163688689
18792845569 37490640625 56188435681
206008609 37498386025 74790763441
8163664609 37498386025 66833107441
35115386881 37499935201 39884483521
1215986641 37504582921 73793179201
27728577361 37504582921 47280588481
480179569 37509230929 74538282289
20396695489 37509230929 54621766369
4081804321 37512329761 70942855201
34446988801 37512329761 40577670721
2105616769 37513879225 72922141681
14319233569 37513879225 60708524881
22270488289 37516978249 52763468209
23203514929 37516978249 51830441569
861481201 37523176681 74184872161
3244327681 37523176681 71802025681
11421410641 37535575081 63649739521
26765287201 37537125025 48308962849
27288727249 37537125025 47785522801
2640212689 37541775049 72443337409
323964001 37546425361 74768886721
33120724081 37546425361 41972126641
18411504721 37554176521 56696848321
7124541649 37555726849 67986912049
3700653889 37563478969 71426304049
5825810929 37565029489 69304248049
6934392529 37565029489 68195666449
15563311009 37565029489 59566747969
17737711489 37565029489 57392347489
13254226129 37568130625 61882035121
21863466769 37568130625 53272794481
77598481 37574333281 75071068081
11227309681 37577434801 63927559921
15735444481 37577434801 59419425121
10016206561 37582087321 65147968081
452929 37586740129 75173027329
26151094369 37588291129 49025487889
198274561 37591393225 74984511889
4809838609 37591393225 70372947841
8134416481 37591393225 67048369969
19840694449 37591393225 55342092001
12501252481 37592944321 62684636161
31809079201 37592944321 43376809441
334414369 37606905625 74879396881
26415675841 37606905625 48798135409
4186478209 37611559969 71036641729
18032998369 37619317849 57205637329
21459027121 37620869521 53782711921
31158957361 37620869521 44082781681
11111057281 37628628361 64146199441
13837052161 37628628361 61420204561
6151735489 37633284049 69114832609
25541473489 37642596289 49743719089
103205281 37644148441 75185091601
3887647201 37644148441 71400649681
9424720561 37644148441 65863576321
25982538481 37644148441 49305758401
7786474081 37651909681 67517345281
30512753041 37651909681 44791066321
1536561601 37653462025 73770362449
12923369761 37653462025 62383554289
1245878209 37656566809 74067255409
22041262369 37656566809 53271871249
1857351409 37658119249 73458887089
1108157521 37661224225 74214290929
1964351041 37661224225 73358097409
17211078481 37661224225 58111369969
37419420481 37661224225 37903027969
36937380481 37662776761 38388173041
10608049 37665881929 75321155809
36456937969 37665881929 38874825889
985394881 37667434561 74349474241
4701707761 37667434561 70633161361
162384049 37672092649 75181801249
21057202321 37675198201 54293194081
19290154321 37676751025 56063347729
35500965889 37676751025 39852536161
6685842289 37679856769 68673871249
770673121 37684515625 74598358129
35025496801 37684515625 40343534449
755205361 37686068641 74616931921
5596386481 37686068641 69775750801
17657360161 37686068641 57714777121
29870554561 37686068641 45501582721
2588876161 37690727881 72792579601
34551746161 37693834201 40835922241
7867157809 37700047225 67532936641
24936515569 37700047225 50463578881
38850289 37704707329 75370564369
34079744449 37704707329 41329670209
555403489 37712474809 74869546129
6769833841 37717135681 68664437521
33609522241 37717135681 41824749121
2999424289 37718689369 72437954449
4599959329 37718689369 70837419409
12045721009 37718689369 63391657729
14858878609 37718689369 60578500129
3060413041 37723350625 72386288209
9602628049 37723350625 65844073201
10804147249 37723350625 64642554001
25123201009 37723350625 50323500241
5246249761 37731120025 70215990289
20658025441 37731120025 54804214609
21467817361 37731120025 53994422689
33141110209 37731120025 42321129841
12595797361 37740444361 62885091361
3439705201 37754433025 72069160849
17284623841 37754433025 58224242209
8477069041 37755987481 67034905921
16690314481 37760651041 58830987601
24336312001 37760651041 51184990081
28598530321 37763760241 46928990161
32209839841 37763760241 43317680641
18745169569 37765314889 56785460209
24697065409 37765314889 50833564369
5303809 37773088609 75540873409
278255761 37777753225 75277250689
3697734481 37777753225 71857771969
31747043329 37782418129 43817792929
247338529 37788638449 75329938369
20261529649 37788638449 55315747249
6441186049 37796414569 69151643089
3909625729 37797969889 71686314049
14511334369 37797969889 61084605409
5820011521 37802636041 69785260561
31286180641 37802636041 44319091441
1386147361 37807302481 74228457601
27968883121 37807302481 47645721841
1827648001 37810413601 73793179201
7603665601 37810413601 68017161601
1005080209 37819747729 74634415249
10500715729 37819747729 65138779729
16914823249 37824415225 58734007201
23740954561 37824415225 51907875889
30827282929 37824415225 44821547521
37138300369 37824415225 38510530081
12271543729 37829083009 63386622289
36456937969 37829083009 39201228049
139263601 37838419441 75537575281
123854641 37847757025 75571659409
684711889 37847757025 75010802161
4394231521 37847757025 71301282529
10364665249 37847757025 65330848801
11596920721 37847757025 64098593329
19867748209 37847757025 55827765841
30370381441 37847757025 45325132609
35104144321 37847757025 40591369729
2660161 37849313401 75695966641
4409092801 37849313401 71289534001
23852022481 37853982721 51855942961
27343598881 37853982721 48364366561
18205835041 37857095761 57508356481
34432884721 37861765561 41290646401
2890890289 37863322225 72835754161
16175515489 37863322225 59551128961
9196234609 37867992409 66539750209
12892012849 37867992409 62843971969
1366559089 37871106025 74375652961
1670602129 37871106025 74071609921
29915507521 37872662881 45829818241
20336756449 37889790409 55442824369
425308129 37891347649 75357387169
23150535409 37891347649 52632159889
849314449 37894462225 74939610001
2369060929 37894462225 73419863521
61952641 37896019561 75730086481
16547992321 37896019561 59244046801
23433180241 37900691761 52368203281
4938013441 37908479401 70878945361
8092621681 37908479401 67724337121
14248958161 37908479401 61568000641
19476714481 37908479401 56340244321
3512103169 37913152369 72314201569
6200460049 37914710089 69628960129
2763289489 37917825625 73072361761
10200798001 37917825625 65634853249
11950643761 37919383441 63888123121
7343975809 37922499169 68501022529
32440692769 37922499169 43404305569
29011968241 37927173001 46842377761
31013761 37933405225 75835796689
5149641121 37933405225 70717169329
227135041 37950546481 75673957921
17672245969 37952104969 58231963969
8579020129 37956780625 67334541121
28563366049 37956780625 47350195201
15499969 37961456569 75907413169
1695545329 37961456569 74227367809
13825761889 37961456569 62097151249
22565147089 37961456569 53357766049
15666777889 37969250449 60271723009
16184165089 37969250449 59754335809
19088461921 37970809321 56853156721
19779328321 37973927161 56168526001
4192692001 37978604161 71764516321
31131426481 37978604161 44825781841
906792769 37980163225 75053533681
11154950689 37980163225 64805375761
301960129 37987959025 75673957921
3641277649 37987959025 72334640401
9943878961 37987959025 66032039089
28116917761 37987959025 47859000289
12429351169 37992636889 63555922609
22603017649 37998874489 53394731329
11633132449 38011351225 64389570001
30482715649 38011351225 45539986801
603635761 38012910961 75422186161
25494828241 38012910961 50530993681
8797126849 38016030529 67234934209
9904429441 38017590361 66130751281
27672655201 38020710121 48368765041
90459121 38025390001 75960320881
13766094241 38025390001 62284685761
1 38034750625 76069501249
180821809 38034750625 75888679441
18703024081 38034750625 57366477169
21984882529 38034750625 54084618721
7088124481 38036310841 68984497201
15823375681 38044112401 60264849121
13487802769 38045672809 62603542849
3330790369 38050354225 72769918081
6083844001 38050354225 70016864449
17144497969 38050354225 58956210481
22191762961 38050354225 53908945489
27230610289 38055035929 48879461569
4932393361 38059717921 71187042481
7715689921 38064400201 68413110481
8304494641 38064400201 67824305761
24887902081 38072204641 51256507201
15164198449 38078448769 60992699089
29197582129 38086254649 46974927169
1493126881 38087815921 74682504961
1810587601 38090938561 74371289521
26790815041 38090938561 49391062081
18320434609 38100307249 57880179889
2158252849 38101868809 74045484769
949194481 38104992025 75260789569
11319044881 38104992025 64890939169
3995377681 38111238841 72227100001
21409835041 38111238841 54812642641
1568080801 38114362441 74660644081
15547249 38115924289 76216301329
10719910369 38115924289 65511938209
9611645521 38119048081 66626450641
1160287969 38120610025 75080932081
2536028881 38120610025 73705191169
11973392929 38120610025 64267827121
15465658321 38120610025 60775561729
2036446129 38123734009 74211021889
181090849 38125296049 76069501249
722910769 38125296049 75527681329
6700568449 38133106729 69565645009
24285793921 38134668961 51983544001
2943822049 38147167969 73350513889
37903027969 38147167969 38391307969
2565118609 38148730489 73732342369
37416325489 38148730489 38881135489
5180688529 38151855625 71123022721
6836147761 38151855625 69467563489
16622687041 38151855625 59681024209
18681149041 38151855625 57622562209
527207521 38153418241 75779628961
5730944209 38156543569 70582142929
36447773569 38156543569 39865313569
21377071681 38158106281 54939140881
35965984609 38162794609 40359604609
8405405761 38167483225 67929560689
17940727249 38167483225 58394239201
25918102081 38167483225 50416864369
37822081441 38167483225 38512885009
35485894129 38170609129 40855324129
37134446209 38170609129 39206772049
36450064561 38176861321 39903658081
527483089 38179987609 75832492129
35007532609 38179987609 41352442609
3381538801 38181550801 72981562801
35769022129 38186240569 40603459009
362178961 38189367241 76016555521
3153833281 38189367241 73224901201
14667874321 38190930625 61713986929
20840098321 38190930625 55541762929
15111047329 38198748025 61286448721
35091404929 38198748025 41306091121
11008416241 38200311601 65392206961
23688595921 38200311601 52712027281
34056118849 38203438849 42350758849
25485248881 38208129961 50931011041
20973701329 38214385225 55455069121
34417299361 38214385225 42011471089
33583128049 38217513049 42851898049
12821712289 38219077009 63616441729
2666689 38222205025 76441743361
5752767409 38222205025 70691642641
9322481809 38222205025 67121928241
27301944289 38222205025 49142465761
3849085681 38223769081 72598452481
7346375521 38223769081 69101162641
227919409 38233154089 76238388769
33111989089 38233154089 43354319089
17563935841 38236282681 58908629521
3802325569 38245669225 72689012881
18140587969 38245669225 58350750481
25054774369 38250362929 51445951489
32642732929 38250362929 43857992929
11524237201 38251927561 64979617921
10291899601 38255056921 66218214241
33079970641 38255056921 43430143201
16106909569 38256621649 60406333729
1445292289 38269140625 75092988961
6588081889 38269140625 69950199361
1896863809 38273835769 74650807729
4346369329 38273835769 72201302209
20275766449 38273835769 56271905089
26678975569 38273835769 49868695969
9123879361 38278531201 67433183041
14759577121 38278531201 61797485281
1054495729 38280096409 75505697089
5502227329 38280096409 71057965489
124523281 38284792225 76445061169
7766720641 38284792225 68802863809
31709993329 38289488329 44868983329
2408944561 38294184721 74179424881
24626711041 38294184721 51961658401
10701281809 38297315809 65893349809
140161921 38302012681 76463863441
724740241 38306709841 75888679441
1625621761 38306709841 74987797921
14177903041 38306709841 62435516641
17190094321 38306709841 59423325361
1325032801 38308275625 75291518449
31757734849 38308275625 44858816401
31246572289 38311407289 45376242289
1956558289 38312973169 74669388049
1054885441 38317671001 75580456561
4510331281 38317671001 72125010721
8021172721 38322369121 68623565521
2317748449 38327067529 74336386609
9036973969 38327067529 67617161089
2981269201 38330199961 73679130721
4873296481 38331766225 71790235969
20175077521 38331766225 56488454929
815273809 38334898849 75854523889
30785158849 38334898849 45884638849
24201091489 38339598025 52478104561
31102496881 38339598025 45576699169
22509300961 38341164481 54173028001
52085089 38344297489 76636509889
456292321 38348997241 76241702161
2709098401 38348997241 73988896081
606292129 38359964449 76113636769
14411282209 38359964449 62308646689
19716933889 38359964449 57002995009
30325784449 38359964449 46394144449
15597262321 38364665161 61132068001
30451297009 38374067449 46296837889
3130514401 38378769025 73627023649
16819236721 38378769025 59938301329
3613572769 38381903569 73150234369
39225169 38386605625 76733986081
11081983441 38386605625 65691227809
23777948401 38386605625 52995262849
25446949441 38386605625 51326261809
6343963201 38388173041 70432382881
428034721 38392875481 76357716241
19779890881 38392875481 57005860081
10397676961 38396010601 66394344241
12356767921 38396010601 64435253281
5429773969 38397578209 71365382449
9871018609 38397578209 66924137809
5277586609 38405416729 71533246849
249418849 38406984529 76564550209
10699441 38411688121 76812676801
29804224321 38411688121 47019151921
29413279009 38414824009 47416369009
3581902801 38416392001 73250881201
21927390241 38416392001 54905393761
1327217761 38425800625 75524383489
13694382529 38425800625 63157218721
8724867649 38428937089 68133006529
280596001 38433642025 76586688049
8755157761 38433642025 68112126289
14066197201 38443052761 62819908321
17077001041 38443052761 59809104481
28960211329 38444621329 47929031329
24838075201 38447758561 52057441921
4305590689 38449327225 72593063761
19163695489 38449327225 57734958961
16451397169 38452464649 60453532129
29161368289 38452464649 47743561009
4063170049 38461877689 72860585329
641051761 38472861025 76304670289
2813135521 38472861025 74132586529
15093842449 38475999409 61858156369
28509309409 38475999409 48442689409
104387089 38480707225 76857027361
7644529489 38480707225 69316884961
164070481 38482276561 76800482641
22939222849 38485415329 54031607809
461041 38486984761 76973508481
11847669409 38491693249 65135717089
21350762161 38494832401 55638902641
10097637169 38496402025 66895166881
28522818769 38496402025 48469985281
6103828129 38508960169 70914092209
28060605169 38508960169 48957315169
4574222689 38515240009 72456257329
37819747729 38515240009 39210732289
390102001 38519950225 76649798449
3429156481 38519950225 73610743969
18997935889 38519950225 58041964561
37129050721 38519950225 39910849729
10646731489 38524660729 66402589969
1764084001 38527801225 75291518449
13724356801 38527801225 63331245649
16086609889 38527801225 60968992561
36441664609 38527801225 40613937841
1166427409 38532512209 75898597009
5057058769 38532512209 72007965649
2108554561 38537223481 74965892401
22523706241 38537223481 54550740721
78552769 38538793969 76999035169
35757675409 38538793969 41319912529
8477069041 38541935041 68606801041
18616146481 38541935041 58467723601
9457368001 38543505625 67629643249
27888666001 38543505625 49198345249
913429729 38546646889 76179864049
16554167569 38546646889 60539126209
13217411089 38548217569 63879024049
6631007761 38552929801 70474851841
35077169521 38552929801 42028690081
21464689 38570210449 77118956209
34400233729 38570210449 42740187169
5114967361 38576495281 72038023201
20779510801 38576495281 56373479761
1631594449 38579637889 75527681329
2888310049 38579637889 74270965729
23635065169 38579637889 53524210609
27169917889 38579637889 49989357889
1213895281 38584352041 75954808801
11529820129 38585923489 65642026849
18611234929 38585923489 58560612049
2110207969 38590638025 75071068081
14596747489 38590638025 62584528561
22110797809 38590638025 55070478241
33726955201 38590638025 43454320849
27259000609 38593781209 49928561809
499567201 38598496225 76697425249
9801198001 38598496225 67395794449
24137569 38603211529 77182285489
857376961 38604783361 76352189761
15724909201 38604783361 61484657521
3323407201 38612643001 73901878801
13385795809 38614215025 63842634241
33057421489 38614215025 44171008561
2649469729 38617359169 74585248609
26727999169 38617359169 50506719169
6988792801 38628364681 70267936561
5867713201 38631509401 71395305601
338891281 38636226721 76933562161
18074382481 38637799225 59201215969
38391307969 38637799225 38884290481
562306369 38640944329 76719582289
32391720529 38640944329 44890168129
7275578209 38642516929 70009455649
37410135889 38642516929 39874897969
5685310801 38645662225 71606013649
21700530721 38645662225 55590793729
26633913601 38647234921 50660556241
36922006801 38647234921 40372463041
